loss,accuracy,val_loss,val_accuracy
0.2562516927719116,0.8984829187393188,0.4954192042350769,0.8124552369117737
0.1726555973291397,0.9360303282737732,0.16107840836048126,0.9470293521881104
0.14099115133285522,0.9472818970680237,0.1420755833387375,0.9541875720024109
0.1204666867852211,0.9562578797340393,0.3351067304611206,0.8797423243522644
0.10902728885412216,0.9595448970794678,0.03162413462996483,0.9942734241485596
0.10922952741384506,0.9595448970794678,0.054679639637470245,0.9849677681922913
0.07503968477249146,0.9715549945831299,0.0728369802236557,0.9735146760940552
0.07238930463790894,0.9737041592597961,0.17177686095237732,0.9420186281204224
0.07872093468904495,0.9687737226486206,0.06601592898368835,0.9735146760940552
0.05806379392743111,0.9763590097427368,0.08908405900001526,0.970651388168335
0.03909797593951225,0.9857142567634583,0.12256995588541031,0.9642090201377869
0.04638303816318512,0.9824272990226746,0.05616826191544533,0.9792412519454956
0.03652626648545265,0.9862200021743774,0.08346468955278397,0.9670723080635071
0.03002709522843361,0.9892541170120239,0.24855411052703857,0.9455977082252502
0.034566786140203476,0.9881163239479065,0.42398396134376526,0.9155333042144775
0.02718067169189453,0.9900126457214355,0.17775848507881165,0.9484609961509705
0.021200988441705704,0.9932996034622192,0.2126200944185257,0.9549033641815186
0.03068384900689125,0.9890012741088867,0.433217316865921,0.9069434404373169
0.021709464490413666,0.9932996034622192,0.3432003855705261,0.9341446161270142
0.017972704023122787,0.9940581321716309,0.21025730669498444,0.9541875720024109
0.01345968060195446,0.9950695037841797,0.25520676374435425,0.9520400762557983
0.024321801960468292,0.992414653301239,0.565045952796936,0.8732999563217163
0.02453380636870861,0.9925410747528076,0.6018425226211548,0.8997852802276611
0.014652750454843044,0.9957016706466675,0.34649378061294556,0.9413027763366699
0.014526757411658764,0.9954488277435303,0.24458080530166626,0.9649248123168945
0.011356129311025143,0.9967130422592163,0.224956214427948,0.9649248123168945
0.04382895678281784,0.9860935807228088,0.1130233108997345,0.9627773761749268
0.01571722701191902,0.9955752491950989,0.26997435092926025,0.9599140882492065
0.006591029930859804,0.9975979924201965,0.2420269399881363,0.9613457322120667
0.010954434983432293,0.9959545135498047,0.09458015859127045,0.9770937561988831
0.012819139286875725,0.9967130422592163,0.17562702298164368,0.9699355959892273
0.0192470271140337,0.9946902394294739,0.1656518578529358,0.9634932279586792
0.005494557786732912,0.9982300996780396,0.1515870839357376,0.970651388168335
0.005665235221385956,0.9982300996780396,0.3281889259815216,0.9441660642623901
0.0013543320819735527,0.9996207356452942,0.21310316026210785,0.9642090201377869
0.00033912088838405907,1.0,0.2458505928516388,0.9649248123168945
0.022745583206415176,0.9940581321716309,0.13662751019001007,0.9663564562797546
0.038874637335538864,0.9900126457214355,0.34397372603416443,0.9498926401138306
0.012436567805707455,0.9965866208076477,0.17933280766010284,0.9649248123168945
0.011979226022958755,0.9967130422592163,0.23532670736312866,0.9591982960700989
0.0035942697431892157,0.9986093640327454,0.5921063423156738,0.9291338324546814
0.023975178599357605,0.9935524463653564,0.17523089051246643,0.960629940032959
0.004253212828189135,0.9986093640327454,0.7123889923095703,0.9205440282821655
0.01746714673936367,0.9954488277435303,0.2618635892868042,0.9685039520263672
0.008798238821327686,0.9982300996780396,0.5242822766304016,0.9455977082252502
