loss,accuracy,val_loss,val_accuracy
0.28681454062461853,0.8826801776885986,0.17890305817127228,0.9198281764984131
0.18059298396110535,0.929709255695343,0.12779192626476288,0.9434502720832825
0.1455950289964676,0.9455119967460632,0.15398210287094116,0.9398711323738098
0.12201883643865585,0.9536030292510986,0.1282789409160614,0.9506084322929382
0.11095020174980164,0.9553729295730591,0.2391785830259323,0.8954903483390808
0.0931636318564415,0.9647281765937805,0.31804320216178894,0.8811739683151245
0.08529521524906158,0.9691529870033264,0.0980435386300087,0.9620615839958191
0.06793668866157532,0.9731984734535217,0.11321888118982315,0.9570508003234863
0.05583442747592926,0.9800252914428711,0.13696041703224182,0.9534717202186584
0.0571240596473217,0.9785082340240479,0.12012708187103271,0.960629940032959
0.038910530507564545,0.9840707778930664,0.17787787318229675,0.9455977082252502
0.041409943252801895,0.9843236207962036,0.08930312842130661,0.9670723080635071
0.039285436272621155,0.9857142567634583,0.22715085744857788,0.9334287643432617
0.027711791917681694,0.9906447529792786,0.12443115562200546,0.9613457322120667
0.01718391664326191,0.9944373965263367,0.14598864316940308,0.960629940032959
0.032463740557432175,0.9881163239479065,0.09712158888578415,0.9735146760940552
0.03216682747006416,0.9891276955604553,0.2709939777851105,0.9234073162078857
0.022281095385551453,0.9931731820106506,0.1315050572156906,0.9663564562797546
0.026081660762429237,0.9910240173339844,0.11710965633392334,0.9634932279586792
0.009537342004477978,0.9973451495170593,0.13851410150527954,0.9649248123168945
0.026157284155488014,0.9929203391075134,0.41167575120925903,0.8826056122779846
0.017990946769714355,0.9944373965263367,0.23421016335487366,0.9405869841575623
0.013419666327536106,0.9955752491950989,0.29313573241233826,0.9305654764175415
0.015196120366454124,0.9946902394294739,0.07497405260801315,0.9785254001617432
0.0257461816072464,0.9921618103981018,0.12108694761991501,0.9599140882492065
0.017382025718688965,0.9941845536231995,0.15635265409946442,0.9613457322120667
0.019393816590309143,0.9940581321716309,0.12660722434520721,0.9634932279586792
0.010253201238811016,0.9967130422592163,0.1713479459285736,0.9591982960700989
0.010799492709338665,0.9967130422592163,0.16620205342769623,0.9570508003234863
0.010136254131793976,0.9962073564529419,0.22415968775749207,0.9506084322929382
0.012865965254604816,0.9953224062919617,0.1701577752828598,0.9591982960700989
0.007089481223374605,0.9977244138717651,0.14683327078819275,0.9663564562797546
0.0035256927367299795,0.9992414712905884,0.11215835064649582,0.9735146760940552
0.016197890043258667,0.9940581321716309,0.27036094665527344,0.9441660642623901
0.003916766494512558,0.9988622069358826,0.1832297146320343,0.9570508003234863
0.01555721927434206,0.9954488277435303,0.25181859731674194,0.9513242840766907
0.009584262035787106,0.9965866208076477,0.1389843225479126,0.9685039520263672
0.027213575318455696,0.9932996034622192,0.20834819972515106,0.9470293521881104
0.004702841397374868,0.9989886283874512,0.41820621490478516,0.9176807403564453
0.013815649785101414,0.9960809350013733,0.20224569737911224,0.9584824442863464
0.011704615317285061,0.9962073564529419,0.14039041101932526,0.9670723080635071
0.022824354469776154,0.9922882318496704,0.16165697574615479,0.9627773761749268
0.009229782037436962,0.9973451495170593,0.17845585942268372,0.960629940032959
0.0016040592454373837,0.9994943141937256,0.1457580327987671,0.9727988839149475
0.0005767192924395204,1.0,0.22824157774448395,0.960629940032959
0.006811464671045542,0.9978508353233337,0.6004191040992737,0.9047960042953491
0.00405996385961771,0.998735785484314,0.2576677203178406,0.9599140882492065
0.00514020724222064,0.9983565211296082,0.5307270884513855,0.9098067283630371
0.020065169781446457,0.9940581321716309,0.20599035918712616,0.9513242840766907
0.002551873680204153,0.9991150498390198,0.3072885274887085,0.9441660642623901
0.013441704213619232,0.9959545135498047,0.41343361139297485,0.9141016602516174
0.026021922007203102,0.9922882318496704,0.14487367868423462,0.9563350081443787
0.007476107217371464,0.9977244138717651,0.23074543476104736,0.9527559280395508
0.004036875907331705,0.9989886283874512,0.3084423840045929,0.9341446161270142
0.012217593379318714,0.9967130422592163,0.4813043773174286,0.9112383723258972
0.003068047109991312,0.9989886283874512,0.2456655651330948,0.9506084322929382
0.0021171297412365675,0.9996207356452942,0.3890540897846222,0.9334287643432617
0.010741591453552246,0.9972187280654907,0.23264345526695251,0.9541875720024109
0.0009943741606548429,0.9998735785484314,0.0913480818271637,0.9849677681922913
0.017879510298371315,0.9964601993560791,0.24312423169612885,0.9513242840766907
0.0012365550501272082,0.9997471570968628,0.2820490896701813,0.9434502720832825
0.0038873713929206133,0.9988622069358826,0.1497259885072708,0.975662112236023
0.00039617219590581954,1.0,0.2984367609024048,0.9441660642623901
0.006423819810152054,0.9974715709686279,0.22569482028484344,0.9577666521072388
0.01740766502916813,0.9950695037841797,0.2933577597141266,0.926270604133606
0.006548045203089714,0.9983565211296082,0.3339667320251465,0.94273442029953
0.007494062185287476,0.9982300996780396,0.31970059871673584,0.9484609961509705
0.005403293762356043,0.9986093640327454,0.29909104108810425,0.9484609961509705
0.00725137023255229,0.9979772567749023,0.36893850564956665,0.9341446161270142
0.0008182644960470498,0.9998735785484314,0.28789106011390686,0.9556191563606262
0.0006807075114920735,0.9996207356452942,0.4747326672077179,0.9305654764175415
0.01808575540781021,0.9962073564529419,0.2987034022808075,0.9255547523498535
