loss,accuracy,val_loss,val_accuracy
0.3552713096141815,0.8436156511306763,0.25317367911338806,0.8876163363456726
0.1609000414609909,0.9384323358535767,0.4832863211631775,0.8146027326583862
0.1506141573190689,0.9408344030380249,0.08431123942136765,0.9742304682731628
0.12897783517837524,0.9504424929618835,0.13435958325862885,0.9498926401138306
0.1060880497097969,0.9589127898216248,0.10361829400062561,0.9663564562797546
0.1006522998213768,0.9599241614341736,0.0839955285191536,0.9727988839149475
0.0942554697394371,0.9638432264328003,0.1335786134004593,0.9584824442863464
0.07057139277458191,0.9704172015190125,0.17826591432094574,0.937723696231842
0.0622955746948719,0.974083423614502,0.11998183280229568,0.9599140882492065
0.0586538165807724,0.9776232838630676,0.14997272193431854,0.9491767883300781
0.06820663064718246,0.9738305807113647,0.11438355594873428,0.965640664100647
0.05941036716103554,0.9786346554756165,0.112528957426548,0.9649248123168945
0.032939210534095764,0.9874842166900635,0.17037120461463928,0.937723696231842
0.03896027430891991,0.9852085709571838,0.17539656162261963,0.932712972164154
0.03997976705431938,0.9852085709571838,0.11655769497156143,0.9642090201377869
0.022300872951745987,0.9927939176559448,0.14446094632148743,0.9549033641815186
0.02147529274225235,0.9919089674949646,0.18254508078098297,0.9527559280395508
0.0204276405274868,0.9941845536231995,0.34979668259620667,0.9191123843193054
0.02188679948449135,0.9916561245918274,0.2279995083808899,0.9455977082252502
0.02649022825062275,0.9902654886245728,0.2035316824913025,0.9498926401138306
0.01000979170203209,0.9963337779045105,0.1757264882326126,0.9613457322120667
0.011995823122560978,0.9958280920982361,0.05401494354009628,0.9842519760131836
0.018512705340981483,0.9925410747528076,0.08232419192790985,0.9792412519454956
0.02236383594572544,0.9920353889465332,0.4250240623950958,0.9241231083869934
0.009116632863879204,0.9974715709686279,0.17055153846740723,0.9642090201377869
0.022495087236166,0.9926674962043762,0.14832715690135956,0.9591982960700989
0.01123895589262247,0.9964601993560791,0.19464325904846191,0.9549033641815186
0.005062583833932877,0.9982300996780396,0.1343575268983841,0.9699355959892273
0.009969713166356087,0.9969658851623535,0.2755069136619568,0.9205440282821655
0.023685932159423828,0.9927939176559448,0.17957162857055664,0.9620615839958191
0.005699684377759695,0.9984829425811768,0.13156159222126007,0.9713672399520874
0.019574590027332306,0.9927939176559448,0.17238835990428925,0.9534717202186584
0.008226267993450165,0.9975979924201965,0.18213756382465363,0.960629940032959
